	id	cycle	setting1	setting2	setting3	s1	s2	s3	s4	s5	s6	s7	s8	s9	s10	s11	s12	s13	s14	s15	s16	s17	s18	s19	s20	s21	av1	av2	av3	av4	av5	av6	av7	av8	av9	av10	av11	av12	av13	av14	av15	av16	av17	av18	av19	av20	av21	sd1	sd2	sd3	sd4	sd5	sd6	sd7	sd8	sd9	sd10	sd11	sd12	sd13	sd14	sd15	sd16	sd17	sd18	sd19	sd20	sd21	ttf	label_bnc	label_mcc
19	1	20	-0.0037	0.0001	100.0	518.67	643.04	1581.11	1405.23	14.62	21.61	554.81	2388.05	9045.9	1.3	47.22	522.07	2388.02	8129.71	8.421	0.03	392	2388	100.0	39.03	23.421999999999997	518.67	642.432	1586.5300000000002	1401.2299999999998	14.62	21.61	554.1859999999998	2388.050000000001	9050.74	1.3	47.23799999999998	521.8199999999998	2388.0459999999994	8132.989999999996	8.420739999999999	0.03	391.8	2388.0	100.0	38.90000000000001	23.390799999999995	0.0	0.4822551192056329	3.719704289321813	3.7154340257903318	0.0	0.0	0.3870142116253383	0.007071067813716017	3.7025869334828947	0.0	0.10158740079361098	0.21494185260195525	0.023021728866409397	3.6666878787260906	0.02401620286389905	0.0	0.4472135954999452	0.0	0.0	0.10000000000000156	0.051473439752946784	172	0	0
211	2	20	0.0042	-0.0004	100.0	518.67	642.34	1582.94	1394.38	14.62	21.61	554.64	2388.0	9050.27	1.3	47.14	522.54	2387.94	8139.83	8.3698	0.03	391	2388	100.0	39.02	23.3821	518.67	642.0559999999998	1582.7560000000005	1396.026	14.62	21.60999999999999	554.5740000000002	2388.010000000001	9052.106000000002	1.3	47.17399999999999	522.6080000000001	2387.989999999999	8135.753999999997	8.386099999999999	0.03	391.4	2388.0	100.0	39.034000000000006	23.436660000000003	0.0	0.310612298532914	4.138022474564472	4.828584678764561	0.0	5.960816896317432e-09	0.5997749577967014	0.01999999999985533	1.7909997208326165	0.0	0.05176871642217266	0.21111608181274874	0.055677643628086235	2.8494438053766613	0.017208573444652913	0.0	0.5477225575051733	0.0	0.0	0.03974921382868074	0.05420205715653383	267	0	0
498	3	20	-0.002	-0.0002	100.0	518.67	642.25	1580.73	1394.57	14.62	21.61	554.54	2388.06	9047.08	1.3	47.1	522.29	2388.03	8135.13	8.398	0.03	391	2388	100.0	38.93	23.3357	518.67	642.3979999999998	1584.7500000000007	1397.519999999999	14.62	21.61	554.192	2388.028	9051.405999999999	1.3	47.264	522.1780000000001	2388.0060000000008	8139.696000000003	8.41038	0.03	391.2	2388.0	100.0	39.024	23.39359999999998	0.0	0.3047457957052851	4.153462411049255	4.7847518221951955	0.0	0.0	0.3443399483066191	0.027748873851305256	3.1008676205228367	0.0	0.11058933040758767	0.22219360926908635	0.03286335344963893	3.599420786737052	0.010594432500141663	0.0	1.0954451150103692	0.0	0.0	0.09607288899581867	0.04300348823060823	159	0	0
677	4	20	0.0022	-0.0003	100.0	518.67	642.53	1589.76	1401.19	14.62	21.61	553.97	2388.05	9047.8	1.3	47.26	521.62	2388.08	8128.24	8.3897	0.03	392	2388	100.0	38.91	23.3725	518.67	642.4280000000002	1588.4979999999994	1405.5099999999993	14.62	21.61	554.0220000000002	2388.0679999999998	9049.448	1.3	47.350000000000016	521.9080000000001	2388.078	8130.710000000001	8.414979999999996	0.03	392.4	2388.0	100.0	39.002	23.30024000000001	0.0	0.3766563420414132	1.9323871247760929	3.2420749528662225	0.0	0.0	0.4740991457490004	0.03271085446758799	1.6620529474137855	0.0	0.10723805294763264	0.2933768907055192	0.010954451149055541	4.821721684212132	0.01580037974227175	0.0	0.5477225575051797	0.0	0.0	0.07463243262818088	0.048683344174362916	169	0	0
866	5	20	0.0019	0.0002	100.0	518.67	642.27	1582.85	1393.07	14.62	21.61	554.69	2387.98	9060.46	1.3	47.13	522.0	2387.99	8147.39	8.3831	0.03	391	2388	100.0	38.86	23.3702	518.67	642.048	1583.1839999999988	1394.4940000000006	14.62	21.61000000000001	554.5480000000001	2387.996	9066.146000000002	1.3	47.056000000000004	522.484	2387.998	8148.194000000001	8.39988	0.03	391.4	2388.0	100.0	39.002000000000024	23.43008	0.0	0.31107876816002	3.5546701675399457	4.389473772560979	0.0	0.0	0.35695938144281275	0.04505552130454085	3.9376744405798574	0.0	0.07162401831788967	0.3572534114602955	0.02167948338853934	4.2751643243263615	0.02416458151923977	0.0	0.5477225575051959	0.0	0.0	0.09602083107324308	0.053865499162266114	249	0	0
20	1	21	-0.0012	0.0001	100.0	518.67	642.37	1586.07	1398.13	14.62	21.61	554.08	2388.11	9048.15	1.3	47.15	522.42	2388.08	8134.02	8.4049	0.03	392	2388	100.0	39.09	23.3101	518.67	642.4799999999998	1586.1480000000006	1399.9559999999994	14.62	21.61	554.2139999999998	2388.062000000001	9050.502	1.3	47.21999999999997	522.006	2388.048	8132.571999999997	8.422999999999998	0.03	391.8	2388.0	100.0	38.92400000000001	23.36182	0.0	0.4559056920022343	3.630574334729811	3.391884431993616	0.0	0.0	0.3694319964485801	0.027748873851667837	3.8503727092324596	0.0	0.10885770528539428	0.2563786262541665	0.025884358211019916	3.3253300588061183	0.02118903018073114	0.0	0.4472135954999452	0.0	0.0	0.13069047402163742	0.046876721301734585	171	0	0
212	2	21	-0.0023	0.0001	100.0	518.67	642.05	1579.51	1392.28	14.62	21.61	554.72	2388.03	9055.29	1.3	47.04	522.58	2388.01	8136.57	8.3954	0.03	391	2388	100.0	39.24	23.5014	518.67	642.1039999999998	1582.2600000000007	1395.79	14.62	21.60999999999999	554.6120000000002	2388.018000000001	9052.806	1.3	47.13399999999999	522.626	2388.001999999999	8136.377999999999	8.38908	0.03	391.2	2388.0	100.0	39.08000000000001	23.447700000000005	0.0	0.2801428207180667	4.39353502319044	5.010753436360626	0.0	5.960816896317432e-09	0.6023039099989544	0.017888543819866064	2.259353889946735	0.0	0.06387487769068521	0.20218803129752447	0.051185935567925854	2.544006682381048	0.017286324074250282	0.0	0.4472135954999572	0.0	0.0	0.09695359714831872	0.06172985501359982	266	0	0
499	3	21	-0.0006	0.0004	100.0	518.67	642.18	1586.78	1398.83	14.62	21.61	554.32	2388.02	9052.89	1.3	47.27	522.67	2387.98	8138.16	8.4302	0.03	392	2388	100.0	39.13	23.3923	518.67	642.3039999999999	1584.2960000000005	1398.855999999999	14.62	21.61	554.222	2388.022	9051.76	1.3	47.266000000000005	522.2620000000002	2388.0080000000007	8139.876000000002	8.413480000000002	0.03	391.4	2388.0	100.0	39.062	23.39049999999998	0.0	0.2789802860419618	3.6607827031932567	3.7259267303583687	0.0	0.0	0.3484537272003748	0.024899799196342914	3.160514198671837	0.0	0.11058933040758744	0.3158638947395229	0.030331501775465213	3.4672222311231713	0.01392020114797334	0.0	1.1401754250991647	0.0	0.0	0.09203260291877358	0.04227647099747142	158	0	0
678	4	21	-0.0029	-0.0001	100.0	518.67	642.49	1593.11	1398.49	14.62	21.61	554.01	2388.05	9056.58	1.3	47.33	521.5	2388.07	8139.62	8.4263	0.03	393	2388	100.0	38.97	23.2878	518.67	642.4920000000002	1590.0419999999995	1403.2399999999993	14.62	21.61	553.8800000000001	2388.0600000000004	9050.866	1.3	47.356000000000016	521.8760000000002	2388.076	8133.570000000002	8.416179999999997	0.03	392.4	2388.0	100.0	38.988	23.2952	0.0	0.34795114599614946	1.9123075066527575	3.4209355445550473	0.0	0.0	0.2789265136195719	0.03082207001474062	3.600684657118144	0.0	0.1045466403094766	0.333211644454443	0.011401754250063671	5.0604841665603	0.016517021523264706	0.0	0.5477225575051797	0.0	0.0	0.07224956747275221	0.048335287316819166	168	0	0
867	5	21	-0.0017	-0.0003	100.0	518.67	642.05	1581.71	1397.41	14.62	21.6	554.37	2387.99	9061.69	1.3	47.23	522.4	2388.01	8150.0	8.4071	0.03	391	2388	100.0	38.94	23.3812	518.67	642.146	1583.8399999999988	1395.9180000000006	14.62	21.60800000000001	554.4000000000002	2387.994	9065.392000000003	1.3	47.086000000000006	522.516	2387.996	8149.276000000002	8.395979999999998	0.03	391.4	2388.0	100.0	38.966000000000015	23.40864	0.0	0.1588395416764183	2.644012102846625	3.8000157894410216	0.0	0.004472135954998889	0.17029386365934338	0.04505552130455345	4.431813398597692	0.0	0.1069111780872364	0.33649665674418955	0.019493588689455364	3.7923383287882584	0.019986420389854025	0.0	0.5477225575051959	0.0	0.0	0.07127411872478498	0.04554018006112855	248	0	0
21	1	22	0.0002	0.0	100.0	518.67	642.77	1592.93	1400.57	14.62	21.61	553.63	2388.04	9061.21	1.3	47.24	522.0	2388.03	8130.41	8.4034	0.03	392	2388	100.0	38.92	23.3792	518.67	642.5179999999998	1587.7420000000006	1400.0799999999995	14.62	21.61	554.18	2388.058000000001	9051.759999999998	1.3	47.24399999999997	522.028	2388.0460000000003	8131.199999999998	8.41284	0.03	391.8	2388.0	100.0	38.94600000000001	23.37128	0.0	0.4738881724626917	4.599029245395184	3.4029252122255933	0.0	0.0	0.4212481453964883	0.029495762408108608	6.052503614206227	0.0	0.09343446901439352	0.24853571171960964	0.027018512172093348	2.087007426916484	0.013138607232122105	0.0	0.4472135954999452	0.0	0.0	0.11502173707608528	0.04401450897147978	170	0	0
213	2	22	0.0024	0.0006	100.0	518.67	642.16	1580.18	1397.67	14.62	21.61	554.35	2387.96	9053.31	1.3	47.17	521.73	2388.04	8140.79	8.3792	0.03	391	2388	100.0	38.98	23.4241	518.67	642.0499999999997	1581.5800000000006	1397.2699999999998	14.62	21.60999999999999	554.758	2388.002000000001	9053.058	1.3	47.142	522.4300000000002	2387.9939999999992	8137.579999999999	8.390640000000001	0.03	391.2	2388.0	100.0	39.06800000000001	23.427620000000005	0.0	0.2214723459032868	4.401266863074919	3.9541939760209983	0.0	5.960816896317432e-09	0.327520991693671	0.02683281572989575	2.223942445301652	0.0	0.06572670690061884	0.4379497688090954	0.03714835124169196	2.9822810062097824	0.015557409810119096	0.0	0.4472135954999572	0.0	0.0	0.10639548862615628	0.044398727459244856	265	0	0
500	3	22	-0.0052	-0.0001	100.0	518.67	642.34	1589.55	1405.28	14.62	21.61	554.71	2388.06	9060.66	1.3	47.3	522.53	2388.02	8141.91	8.432	0.03	392	2388	100.0	39.09	23.4213	518.67	642.216	1584.4180000000006	1400.759999999999	14.62	21.61	554.4159999999998	2388.034	9053.534	1.3	47.256	522.2940000000001	2388.014	8140.210000000003	8.419520000000002	0.03	391.2	2388.0	100.0	39.054	23.394139999999986	0.0	0.10876580344971114	3.8590374447520888	4.155917467900052	0.0	0.0	0.2753724750225189	0.02607680962086972	5.085005408060682	0.0	0.10310189135025004	0.3369421315300592	0.028809720581140636	3.589338379143678	0.014135487257254732	0.0	0.836660026534124	0.0	0.0	0.08619744775806447	0.04436449030474749	157	0	0
679	4	22	0.0025	-0.0003	100.0	518.67	642.68	1594.65	1405.05	14.62	21.61	554.28	2388.09	9047.38	1.3	47.7	521.78	2388.05	8131.9	8.3904	0.03	391	2388	100.0	39.17	23.2002	518.67	642.6160000000002	1591.408	1402.9639999999995	14.62	21.61	554.0219999999999	2388.0580000000004	9050.216	1.3	47.41800000000002	521.7620000000002	2388.074	8134.020000000001	8.408079999999996	0.03	392.2	2388.0	100.0	39.032	23.287300000000005	0.0	0.2530414985729821	2.323482300341641	3.143657105983357	0.0	0.0	0.26185874054525343	0.027748873850978857	3.9320389113038514	0.0	0.18820201911775108	0.2022869249358871	0.015165750887399644	4.712854761183348	0.017400632172424248	0.0	0.8366600265340793	0.0	0.0	0.10353743284436308	0.06119211550518131	167	0	0
868	5	22	0.0014	-0.0002	100.0	518.67	642.38	1581.33	1399.59	14.62	21.61	554.31	2387.99	9071.71	1.3	47.16	522.75	2388.01	8148.04	8.3886	0.03	392	2388	100.0	39.05	23.4457	518.67	642.222	1583.7319999999984	1395.7180000000005	14.62	21.60800000000001	554.4000000000002	2387.996	9066.376000000002	1.3	47.096	522.488	2387.994	8148.196000000001	8.392259999999998	0.03	391.6	2388.0	100.0	38.96800000000001	23.406660000000002	0.0	0.16238842323269742	2.753365213697464	3.5077229080987915	0.0	0.004472135954998889	0.17029386365934338	0.044497190922856714	5.28406377705564	0.0	0.1119374825516482	0.30161233396534737	0.016733200530497566	2.995167774932596	0.019086723134157286	0.0	0.547722557505183	0.0	0.0	0.0739594483483669	0.04313998145572116	247	0	0
22	1	23	0.0034	-0.0003	100.0	518.67	642.14	1588.19	1394.75	14.62	21.61	553.98	2388.05	9046.28	1.3	47.25	521.52	2388.05	8127.9	8.424	0.03	392	2388	100.0	38.94	23.4562	518.67	642.4219999999998	1587.1720000000007	1399.8059999999994	14.62	21.61	554.1359999999999	2388.0580000000023	9051.106	1.3	47.251999999999974	521.9799999999998	2388.042	8130.233999999998	8.417079999999999	0.03	391.8	2388.0	100.0	38.955999999999996	23.38278	0.0	0.4961552176487095	4.251578530381386	3.829866838416256	0.0	0.0	0.43003488230605935	0.029495762408108608	6.51035559704583	0.0	0.0914877040918705	0.3247306576225573	0.02387467277243113	2.307905977289596	0.012493478298694757	0.0	0.4472135954999452	0.0	0.0	0.11104053313993058	0.0581966665712082	169	0	0
214	2	23	-0.0013	0.0003	100.0	518.67	642.37	1580.89	1387.5	14.62	21.61	554.69	2387.96	9051.43	1.3	47.21	522.26	2388.07	8131.57	8.3937	0.03	393	2388	100.0	39.1	23.2867	518.67	642.1339999999998	1580.0720000000006	1394.7199999999998	14.62	21.60999999999999	554.7300000000001	2387.994000000001	9053.074000000002	1.3	47.13999999999999	522.298	2388.007999999999	8137.253999999999	8.388320000000002	0.03	391.6	2388.0	100.0	39.08800000000001	23.40090000000001	0.0	0.2516545250931849	2.217424181342309	5.39913418984927	0.0	5.960816896317432e-09	0.32580669115290506	0.03286335345023078	2.208818688804989	0.0	0.06284902544988248	0.3423740644382165	0.050695167422139135	3.6048689296561163	0.013561600200566213	0.0	0.8944271909999282	0.0	0.0	0.09959919678390282	0.0776531712166386	264	0	0
501	3	23	-0.0004	-0.0002	100.0	518.67	642.07	1585.2	1395.59	14.62	21.61	554.04	2387.99	9058.17	1.3	47.12	522.22	2388.05	8133.61	8.3839	0.03	392	2388	100.0	38.94	23.3791	518.67	642.1780000000001	1584.5860000000007	1399.4179999999994	14.62	21.61	554.3199999999998	2388.032	9054.004	1.3	47.20399999999999	522.378	2388.014000000001	8138.626000000002	8.411420000000003	0.03	391.6	2388.0	100.0	39.042	23.39577999999998	0.0	0.12194260945239185	3.874136032717328	4.594536973406389	0.0	0.0	0.31136794953870645	0.029495762407686563	5.4449820936351685	0.0	0.08961026726888284	0.2122969618247121	0.028809720581140636	4.494600093445363	0.020713329041948725	0.0	0.5477225575052089	0.0	0.0	0.09884331034523172	0.043432384231124214	156	0	0
680	4	23	0.0022	0.0	100.0	518.67	642.41	1592.74	1401.8	14.62	21.61	554.49	2388.14	9049.85	1.3	47.44	521.97	2388.03	8134.54	8.4255	0.03	395	2388	100.0	39.12	23.3787	518.67	642.6260000000002	1592.0319999999995	1402.5739999999994	14.62	21.61	554.0740000000002	2388.070000000001	9050.624	1.3	47.40200000000002	521.7640000000001	2388.062000000001	8134.4760000000015	8.408599999999996	0.03	392.6	2388.0	100.0	39.05400000000001	23.30382000000001	0.0	0.2411016383189234	2.134518681108439	3.142726523259561	0.0	0.0	0.3303483010398859	0.046368092477380767	3.720098116986531	0.0	0.1806100772382273	0.2047681615877255	0.021679483388365416	4.609151765781885	0.01798332561013118	0.0	1.5165750888103198	0.0	0.0	0.109224539367312	0.07397612452676512	166	0	0
869	5	23	0.0052	-0.0001	100.0	518.67	641.57	1582.59	1399.12	14.62	21.6	554.48	2387.97	9067.58	1.3	47.18	522.7	2388.03	8155.34	8.3548	0.03	391	2388	100.0	39.05	23.3328	518.67	642.126	1583.3079999999984	1397.3240000000005	14.62	21.60600000000001	554.4460000000001	2387.976	9066.588000000003	1.3	47.13600000000001	522.5000000000001	2388.0060000000008	8150.504000000001	8.380199999999999	0.03	391.4	2388.0	100.0	38.974	23.38102	0.0	0.33723878780465216	2.7282265301838104	2.5727184066666338	0.0	0.005477225575051221	0.1494322589002366	0.016733200531430632	5.312473058754506	0.0	0.09449867723941964	0.3102418411498155	0.016733200530701386	3.2000671867948958	0.0200722445182393	0.0	0.5477225575051959	0.0	0.0	0.08018728078688557	0.04080333319717877	246	0	0
23	1	24	-0.001	0.0003	100.0	518.67	642.38	1590.83	1398.81	14.62	21.61	553.49	2388.12	9043.76	1.3	47.44	522.13	2388.03	8133.88	8.3891	0.03	392	2388	100.0	39.0	23.3696	518.67	642.54	1587.8260000000007	1399.4979999999994	14.62	21.61	553.9979999999998	2388.074000000001	9049.06	1.3	47.25999999999996	522.028	2388.042	8131.1839999999975	8.408479999999999	0.03	392.0	2388.0	100.0	38.996	23.387420000000002	0.0	0.3596526101671038	4.5660573802789814	3.837097861665871	0.0	0.0	0.5147523676487643	0.03781534080278712	6.968762443935919	0.0	0.10793516572462136	0.3258373827539976	0.02387467277243113	2.6864344399233837	0.014246297764681832	0.0	0.0	0.0	0.0	0.06877499545619402	0.05543006404470757	168	0	0
215	2	24	-0.0019	-0.0	100.0	518.67	641.99	1580.97	1398.67	14.62	21.61	553.5	2387.98	9052.35	1.3	47.15	522.25	2387.97	8136.16	8.3866	0.03	391	2388	100.0	39.18	23.3981	518.67	642.1819999999998	1580.8980000000006	1394.0999999999995	14.62	21.60999999999999	554.3800000000001	2387.986000000001	9052.530000000002	1.3	47.142	522.2719999999998	2388.005999999999	8136.983999999999	8.384940000000002	0.03	391.4	2388.0	100.0	39.104000000000006	23.39848000000001	0.0	0.16961721610691574	1.2861842791766689	4.488334880554183	0.0	5.960816896317432e-09	0.5134685968976198	0.029664793948377705	1.9089263998436896	0.0	0.06300793600809287	0.3395143590482527	0.05224940191013085	3.6313606265420466	0.010619227843869844	0.0	0.8944271909999203	0.0	0.0	0.1080740486888438	0.07747923592808986	263	0	0
502	3	24	-0.0038	-0.0002	100.0	518.67	642.24	1585.08	1395.73	14.62	21.61	554.65	2388.05	9047.82	1.3	47.26	521.66	2388.05	8140.94	8.3768	0.03	391	2388	100.0	38.81	23.3903	518.67	642.216	1585.4680000000005	1397.9999999999993	14.62	21.61	554.452	2388.036	9053.324	1.3	47.21	522.2740000000001	2388.0260000000007	8137.950000000003	8.404180000000002	0.03	391.6	2388.0	100.0	38.98	23.383739999999975	0.0	0.09964938534710166	3.203711909644627	4.370732204104922	0.0	0.0	0.2741714791878969	0.030495901364067737	6.057444180510928	0.0	0.09273618495495904	0.388110808919329	0.028809720581495793	3.5865652092219045	0.02573969696791469	0.0	0.5477225575052089	0.0	0.0	0.1300000000000032	0.031050088566701908	155	0	0
681	4	24	0.0022	-0.0002	100.0	518.67	642.51	1589.01	1400.24	14.62	21.61	553.74	2388.08	9056.76	1.3	47.46	522.11	2388.09	8127.73	8.4394	0.03	390	2388	100.0	38.69	23.2943	518.67	642.5240000000001	1591.8539999999996	1401.3539999999991	14.62	21.61	554.0980000000002	2388.082000000001	9051.674	1.3	47.43800000000002	521.7959999999999	2388.0640000000008	8132.406	8.414259999999997	0.03	392.2	2388.0	100.0	38.97200000000001	23.30670000000001	0.0	0.09838699101020117	2.3797751994675798	2.4150424426906847	0.0	0.0	0.2911528808030832	0.037013511046411214	4.6558973356388345	0.0	0.16769019053002993	0.2488573888796995	0.024083189157321938	4.90082442044254	0.02278053994092293	0.0	1.923538406167136	0.0	0.0	0.1900526242912716	0.07308703715433734	165	0	0
870	5	24	0.0002	0.0002	100.0	518.67	642.13	1592.43	1400.89	14.62	21.61	554.1	2388.01	9066.39	1.3	47.25	522.21	2387.96	8156.04	8.4095	0.03	391	2388	100.0	39.14	23.4933	518.67	642.08	1584.1819999999984	1398.0160000000005	14.62	21.60600000000001	554.3900000000001	2387.988	9065.566000000004	1.3	47.19000000000001	522.4119999999999	2388.0000000000005	8151.362000000001	8.388619999999998	0.03	391.2	2388.0	100.0	39.00800000000001	23.404639999999997	0.0	0.3120897306864337	4.652496104243417	3.0325863549125422	0.0	0.005477225575051221	0.21737065119289806	0.014832396974840841	4.571064427459535	0.0	0.04949747468305028	0.3193274181777285	0.026457513110596773	4.073563550505045	0.022089296050349438	0.0	0.4472135955000167	0.0	0.0	0.10894952959970224	0.06411523219953319	245	0	0
24	1	25	0.0023	-0.0004	100.0	518.67	642.77	1594.1	1399.39	14.62	21.61	554.0	2388.02	9054.16	1.3	47.36	522.56	2388.02	8136.61	8.3917	0.03	393	2388	100.0	38.95	23.4288	518.67	642.486	1590.4240000000007	1398.3299999999995	14.62	21.61	553.8359999999999	2388.0680000000016	9050.712	1.3	47.28799999999996	522.126	2388.042	8132.563999999998	8.402619999999999	0.03	392.2	2388.0	100.0	38.98	23.388780000000004	0.0	0.2764597619908369	3.3130771195372146	2.192487172140745	0.0	0.0	0.2594802497301965	0.044384682042743206	7.011303017270768	0.0	0.1130044246921381	0.4055613393803243	0.02387467277243113	3.413741349311884	0.013828846661959672	0.0	0.4472135954999452	0.0	0.0	0.068190908484926	0.056562461049713526	167	0	0
216	2	25	0.0063	0.0001	100.0	518.67	641.81	1585.38	1396.62	14.62	21.61	554.14	2388.0	9055.28	1.3	47.19	522.31	2388.03	8136.97	8.3959	0.03	391	2388	100.0	38.99	23.4883	518.67	642.0759999999998	1581.3860000000006	1394.5479999999998	14.62	21.60999999999999	554.2800000000002	2387.986000000001	9053.532	1.3	47.152	522.2259999999999	2388.023999999999	8136.4119999999975	8.390160000000002	0.03	391.4	2388.0	100.0	39.098000000000006	23.419720000000005	0.0	0.2075572210256745	2.310028138357017	4.6327389306974105	0.0	5.960816896317432e-09	0.4986481725625893	0.029664793948377705	1.7328358260407315	0.0	0.06648308055437603	0.30826936273323075	0.03714835124113498	3.2791645277416555	0.007171680416749666	0.0	0.8944271909999203	0.0	0.0	0.11454256850620465	0.08595895532171423	262	0	0
503	3	25	-0.0005	-0.0004	100.0	518.67	642.24	1579.4	1390.93	14.62	21.61	554.21	2388.05	9055.08	1.3	47.17	522.15	2387.98	8134.79	8.3845	0.03	391	2388	100.0	38.9	23.4004	518.67	642.2139999999998	1585.2020000000007	1397.2719999999995	14.62	21.61	554.3860000000002	2388.034	9054.924	1.3	47.224	522.2460000000002	2388.0160000000005	8137.882000000002	8.401480000000003	0.03	391.6	2388.0	100.0	38.974	23.396679999999968	0.0	0.09889388252088918	3.710568689567492	5.2911076345128665	0.0	0.0	0.28710625210886626	0.028809720581978542	4.951427067019153	0.0	0.07569676347110117	0.3917014168981484	0.03507135583299411	3.6559499449529222	0.02721574911701117	0.0	0.5477225575052089	0.0	0.0	0.13352902306240624	0.01572361281639533	154	0	0
682	4	25	0.0011	-0.0004	100.0	518.67	642.05	1592.65	1399.14	14.62	21.61	554.33	2388.04	9052.67	1.3	47.52	521.87	2388.13	8129.9	8.3954	0.03	391	2388	100.0	38.81	23.3862	518.67	642.4280000000001	1592.4319999999993	1400.9439999999988	14.62	21.61	554.1700000000002	2388.080000000001	9052.648	1.3	47.490000000000016	521.8460000000001	2388.074	8132.738	8.415399999999998	0.03	392.0	2388.0	100.0	38.95200000000001	23.30944000000001	0.0	0.23306651411136764	2.075552938376002	2.6155362738827748	0.0	0.0	0.2960574268616273	0.0393700393699087	4.121597991072068	0.0	0.13601470508734126	0.22897598127321886	0.03847076812309197	4.594716530974097	0.02134139170719599	0.0	2.000000000000001	0.0	0.0	0.2030270917882597	0.07635432535226466	164	0	0
871	5	25	0.0026	-0.0005	100.0	518.67	642.05	1582.82	1397.33	14.62	21.61	554.78	2387.98	9067.26	1.3	47.19	522.81	2387.97	8144.37	8.4151	0.03	392	2388	100.0	39.19	23.4193	518.67	642.036	1584.1759999999986	1398.8680000000006	14.62	21.60600000000001	554.4080000000001	2387.988	9066.926000000003	1.3	47.20200000000002	522.5740000000002	2387.996	8150.7580000000025	8.395019999999999	0.03	391.4	2388.0	100.0	39.07400000000001	23.414459999999995	0.0	0.2935643030068767	4.6546621789341645	1.5136446082227613	0.0	0.005477225575051221	0.2497398646592317	0.014832396974840841	3.5752244684764207	0.0	0.03701351104663192	0.25754611237597475	0.0296647939483793	4.941226568373764	0.024584893735788392	0.0	0.5477225575051959	0.0	0.0	0.09607288899579863	0.061216198836582775	244	0	0
25	1	26	0.0	0.0002	100.0	518.67	642.16	1589.08	1396.07	14.62	21.61	554.11	2388.07	9047.11	1.3	47.26	522.28	2388.06	8131.15	8.426	0.03	394	2388	100.0	38.86	23.4149	518.67	642.444	1591.026000000001	1397.9179999999994	14.62	21.61	553.8419999999999	2388.060000000001	9050.504	1.3	47.30999999999996	522.0980000000001	2388.038	8131.989999999996	8.406839999999999	0.03	392.6	2388.0	100.0	38.934	23.40974	0.0	0.3121377900864369	2.49714436907465	2.421098924042998	0.0	0.0	0.2667770604831722	0.03807886552983277	7.120879861364826	0.0	0.08717797887081849	0.3844736661983032	0.01643167672488751	3.348380205413196	0.01744514259041718	0.0	0.8944271909999222	0.0	0.0	0.05079370039679968	0.03568035874259781	166	0	0
217	2	26	-0.0011	0.0003	100.0	518.67	641.87	1575.38	1392.3	14.62	21.61	554.03	2387.98	9050.81	1.3	47.12	522.8	2388.0	8137.27	8.3472	0.03	391	2388	100.0	38.96	23.4691	518.67	642.0399999999997	1580.5600000000004	1394.5520000000001	14.62	21.60999999999999	554.1419999999999	2387.976000000001	9052.636	1.3	47.168	522.2699999999999	2388.021999999999	8136.551999999998	8.380519999999999	0.03	391.4	2388.0	100.0	39.04200000000001	23.413260000000005	0.0	0.2278157149977033	3.5526820854111407	4.630299126406348	0.0	5.960816896317432e-09	0.4382579149313679	0.016733200530691772	1.7546737588565269	0.0	0.03492849839313681	0.37901187316485735	0.038340579024582495	3.302456661335544	0.019743277336856237	0.0	0.8944271909999203	0.0	0.0	0.09444575162493232	0.07923678438705407	261	0	0
504	3	26	-0.0023	-0.0005	100.0	518.67	641.61	1586.92	1401.63	14.62	21.61	553.9	2388.04	9047.81	1.3	47.28	521.93	2388.05	8140.65	8.4062	0.03	391	2388	100.0	39.01	23.2767	518.67	642.1	1585.2300000000007	1397.8319999999994	14.62	21.61	554.302	2388.038	9053.908000000001	1.3	47.22599999999999	522.0980000000002	2388.03	8138.380000000005	8.396680000000002	0.03	391.4	2388.0	100.0	38.95	23.373559999999976	0.0	0.2906028217345169	3.7259495434048353	5.634271913921096	0.0	0.0	0.362725791748942	0.027748873851137282	5.902903522844434	0.0	0.0773304597167229	0.32568389582541807	0.030822070014752914	3.8667945381155735	0.022610992901686642	0.0	0.5477225575052219	0.0	0.0	0.10653637876330917	0.0563299920113616	153	0	0
683	4	26	0.0031	0.0001	100.0	518.67	642.35	1589.28	1399.54	14.62	21.61	553.62	2388.07	9049.02	1.3	47.21	521.71	2388.08	8138.85	8.4235	0.03	393	2388	100.0	38.95	23.338	518.67	642.4	1591.6659999999995	1401.153999999999	14.62	21.61	554.092	2388.0840000000007	9051.136000000002	1.3	47.46600000000002	521.8880000000001	2388.076	8132.584	8.414839999999998	0.03	392.0	2388.0	100.0	38.94800000000001	23.31948000000001	0.0	0.23216373532490905	2.4378945834471333	2.402744264377089	0.0	0.0	0.3863547592562343	0.036469165057439176	3.681756374341565	0.0	0.176011363269525	0.15786069808549744	0.03847076812306242	4.310502290917843	0.021018158815652232	0.0	2.000000000000001	0.0	0.0	0.2027806696901812	0.07609748353263426	163	0	0
